person_number,person_name,address,project_list,url,error
262449356,Professor Dr.-Ing. Alexandre Mendes Abrão,"Universidade Federal de Minas Gerais (UFMG)
Departmento de Engenharia Mecanica
Av. Antônio Carlos Pampulha 6627
31270-901 Belo Horizonte
Brasilien","Digitaler Zwilling - Selbstlernende automatisierte Fertigung zur nachhaltigen Optimierung der Prozesskette, Einfluss des bearbeitungsbedingten Werkstoffzustands auf das belastungsinduzierte Abbauverhalten von Eigenspannungen.",https://gepris.dfg.de/gepris/person/262449356,
467462851,Dr. Daniel Abrar,"Universitätsklinikum Düsseldorf
Institut für Diagnostische und Interventionelle Radiologie
Moorenstraße 5
40225 Düsseldorf",Umfassende Optimierung moderner Magnetresonanztomografieverfahren und Nachbearbeitungstechniken zur Quantifizierung des Glykosaminoglykan-Gehaltes lumbaler Bandscheiben.,https://gepris.dfg.de/gepris/person/467462851,
987523,Professor Dr. Uwe Abresch,"Ruhr-Universität Bochum
Fakultät für Mathematik
Lehrstuhl Analysis, insbes.
Differentialgeometrie und Dynamische Systeme
Universitätsstraße 150
44801 Bochum","The geometry of exotic spheres and exotic projective spaces, Minimal surfaces, constant mean curvature surfaces, and the isoperimetric problem, Differentialgeometrie und Quantisierung von geometrischen Systemen",https://gepris.dfg.de/gepris/person/987523,
531015550,Dr. Elsa Abreu,"Eidgenössische Technische Hochschule Zürich (ETH)
Institut für Quantenelektronik
Auguste-Piccard-Hof 1
8093 Zürich
Schweiz",P1: Nicht-thermische photoinduzierte Phasenübergänge in Mott-basierten Quantenmaterialien,https://gepris.dfg.de/gepris/person/531015550,
461670864,Dr. Rafael Abreu,"Universität Münster
Fachbereich 11 - Physik
Institut für Geophysik
Corrensstraße 24
48149 Münster",Tiefe Erde Rotationsseismologie,https://gepris.dfg.de/gepris/person/461670864,
406660123,"Juliana Maria Abreu da Silva Morbec, Ph.D.","School of Chemical and Physical Sciences
Keele University
Newcastle-under-Lyme ST5 5BG
Großbritannien",Van-der-Waals-Heterostrukturen für photovoltaische Anwendungen: ‘first-principles’ Untersuchung organischer Molekülschichten auf zweidimensionalen Materialien,https://gepris.dfg.de/gepris/person/406660123,
18592326,Professor Dr. Igor Abrikosov,"Linköping University
Department of Physics and Measurement Technology, Biology and Chemistry (IFM)
58183 Linköping
Schweden","Mineralogy and Chemistry of Earth`s core (MCEC) (FP 08), Hochdruckchemie von stickstoffreichen Verbindungen, Klärung des „Paradoxons des Fe-O-Systems“ zum Verständnis der Mineralogie der tiefen Erden und von Supererden",https://gepris.dfg.de/gepris/person/18592326,
558598136,Dr. Claudia Abril,"Ludwig-Maximilians-Universität München
Department für Geo- und Umweltwissenschaften
Sektion Geophysik
Theresienstraße 41
80333 München",CYBERSHAKE - CyberShake und SeisSol für physikbasierte Simulationen von Fehlerrupturen und Bodenbewegungen am östlichen Rand der Adria-Platte unter Verwendung von Supercomputing,https://gepris.dfg.de/gepris/person/558598136,
5132,Professorin Dr. Heidrun Abromeit,"Technische Universität Darmstadt
Fachbereich Gesellschafts- und Geschichtswissenschaften
Institut für Politikwissenschaft
Am Residenzschloss 1
64283 Darmstadt","Demokratie im mehrdimensionalen, suprastaatlichen Entscheidungssystem: Modellüberlegungen zur Demokratisierung der Europäischen Union, Beitrag der Politikwissenschaft zur Demokratisierung und Konstitutionalisierung der EU, Die Entwicklung von Recht und Demokratie in der EU - Der öffentliche Rechtediskurs im europäischen Institutionengefüge",https://gepris.dfg.de/gepris/person/5132,
1416164,Privatdozent Dr. Clemens Abs,"Technische Universität München
TUM School of Life Sciences
Forschungsdepartment Life Science Systems
Hans-Carl-von-Carlowitz-Platz 2
85354 Freising",Auswirkungen einer Temperaturerhöhung auf die alpine Rasen-Vegetation der Nördlichen Kalkalpen,https://gepris.dfg.de/gepris/person/1416164,
20949252,Dr. Jan Abshagen,"Christian-Albrechts-Universität zu Kiel
Mathematisch-Naturwissenschaftliche Fakultät
Institut für Experimentelle und Angewandte Physik
Olshausenstraße 40
24118 Kiel",Experiments on the subcritical transition to spiral turbulence in Taylor-Couette flow by parametric modulation and chaos control,https://gepris.dfg.de/gepris/person/20949252,
171828085,Dr. Kerstin Abshagen,"Universität Rostock
Universitätsmedizin Rostock
Institut für Experimentelle Chirurgie
mit Zentraler Versuchstierhaltung
Schillingallee 69 a
18057 Rostock","Gezielte antifibrotische Gentherapie - Stammzellpotential von hepatischen Sternzellen, Repin1 und Resolvine - Provokation und Resolution der ""stillen und sterilen"" Inflammation (Inflammasom) im Rahmen der Progression chronischer Lebererkrankungen zum HCC",https://gepris.dfg.de/gepris/person/171828085,
429229107,Dr. Eva Petra Absmeier,"Freie Universität Berlin
Institut für Chemie und Biochemie
AG Strukturbiochemie
Takustraße 6
14195 Berlin","Entschlüsselung der Kommunikation zwischen der Dhh1/DDX6 Helikase und dem Ccr4 Not Deadenylase-Komplex, Die MEX3 Proteinfamilie der RNS bindenden E3 Ubiquitin Ligasen- ein Schalter für raschen Boten-RNS Abbau",https://gepris.dfg.de/gepris/person/429229107,
5135,Professor Dr. Gerhard Abstreiter,"Technische Universität München
Walter Schottky Institut
Am Coulombwall 4
85748 Garching","Tunneln zwischen senkrecht aufeinander stehenden Elektronenkanälen, Realisierung hochbeweglicher zweidimensionaler Ladungsträgersysteme auf (100) und (110) GaAs Oberflächen, Transport in bent quantum wells in the quantum Hall regime, International Collaboration in Chemistry: A New Molecular Architecture for Organic Electronics, Sub - 10 nm - Nanotransfer - Drucktechnik auf der Grundlage von MBE-Stempeln für neuartige Anwendungen in der organischen und molekularen Elektronik, Oberflächenemittierende Laserdioden, Optische Eigenschaften von ein- und nulldimensionalen Quantentoepfen, Optische Detektoren und Speicher mit lateraler Ortsauflösung im Nanometerbereich, Zentrales Serviceprojekt, Hochfrequenzanregungen in Halbleiternanostrukturen, Niedrigdimensionale Systeme durch Wachstum auf Spaltflächen, Ein-Elektronen-Bauelemente, Local biosensing using silicon based photonic nanostructures, Biomolekül-Transport duch funktionalisierte Nanoporen, Spinabhängige Spektroskopie von eindimensionalen Zuständen in einzelnen und gekoppelten Quantenpunkten, Elektrostatisch definierte Spin Qubits in Si/SiGe: Bauteile und Materialien mit spezifisch eingestell-ten Kernspingehalten, InAs-based nanowires on silicon platform for novel nanoscale high electron mobility heterojunction devices",https://gepris.dfg.de/gepris/person/5135,
987505,Professorin Dr. Irmgard Abs-Wurmbach (†),,Zur Kristallchemie und -physik von Turmalinen: Spektroskopische Charakterisierung von synthetischen Foititen und Schörlen im System Na2O-FeO-MgO-Al2O3-SiO2-B2O3-H2O-O2,https://gepris.dfg.de/gepris/person/987505,
35593695,Markus Abt,"Goethe-Universität Frankfurt am Main
Fachbereich Physik
Physikalisches Institut
Max-von-Laue-Straße 1
60438 Frankfurt am Main",Mollow-Triplett-Emission und die Erzeugung höherer Harmonischer bei Dotieratomen in Halbleitern im starken Terahertz-Feld,https://gepris.dfg.de/gepris/person/35593695,
